STATION,NAME,DATE,AWND,AWND_Change,EVAP,MNPN,MXPN,PGTM,PRCP,PRCP_Change,PSUN,SN51,SN52,SN52_Change,SNOW,SNOW_Change,SNWD,SNWD_Change,SX52,SX52_Change,TAVG,TMAX,TMAX_Change,TMIN,TMIN_Change,TSUN,WDF2,WDF2_Change,WDF5,WDF5_Change,WDMV,WESD,WSF2,WSF2_Change,WSF5,WSF5_Change,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT16,WT17,WT18,WT19,WT22
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/2,8.05,-6.27,,,,,0,-0.64,,,46,5,0,0,0,0,48,5,,49,-14,31,-18,,250,-10,260,-10,,,19.9,-16.1,29.1,-21.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/3,9.62,1.57,,,,,0,0,,,43,-3,0,0,0,0,47,-1,,37,-12,25,-6,,330,80,320,60,,,19.9,0,25.9,-3.2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/4,6.71,-2.91,,,,,0,0,,,40,-3,0,0,0,0,44,-3,,38,1,21,-4,,360,30,360,40,,,17,-2.9,21.9,-4,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/5,3.8,-2.91,,,,,0,0,,,39,-1,0,0,0,0,41,-3,,39,1,18,-3,,180,-180,180,-180,,,14.1,-2.9,21.9,0,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/6,8.05,4.25,,,,,0,0,,,39,0,0,0,0,0,41,0,,49,10,32,14,,170,-10,200,20,,,16.1,2,21.9,0,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/7,8.28,0.23,,,,,0.27,0.27,,,41,2,0,0,0,0,44,3,,51,2,35,3,,200,30,210,10,,,16.1,0,23,1.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/8,8.05,-0.23,,,,,0,-0.27,,,41,0,0,0,0,0,44,0,,42,-9,29,-6,,260,60,280,70,,,15,-1.1,21.9,-1.1,,,,,,,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/9,8.28,0.23,,,,,0.01,0.01,,,40,-1,0,0,0,0,43,-1,,34,-8,29,0,,310,50,320,40,,,21,6,32,10.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/10,5.59,-2.69,,,,,0.28,0.27,,,40,0,2.7,2.7,0,0,41,-2,,32,-2,26,-3,,140,-170,150,-170,,,13,-8,17,-15,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/11,7.61,2.02,,,,,0.03,-0.25,,,39,-1,0.5,-2.2,3.1,3.1,42,1,,34,2,31,5,,310,170,320,170,,,15,2,21,4,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/12,10.51,2.9,,,,,0.03,0,,,39,0,1,0.5,3.1,0,40,-2,,33,-1,20,-11,,250,-60,240,-80,,,19.9,4.9,28,7,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/13,9.62,-0.89,,,,,0,-0.03,,,39,0,0,-1,2,-1.1,41,1,,30,-3,18,-2,,320,70,310,70,,,23,3.1,31.1,3.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/14,7.61,-2.01,,,,,0,0,,,38,-1,0,0,2,0,39,-2,,36,6,19,1,,250,-70,250,-60,,,15,-8,18.1,-13,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/15,6.04,-1.57,,,,,0,0,,,38,0,0,0,0,-2,40,1,,47,11,36,17,,250,0,240,-10,,,15,0,19,0.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/16,2.91,-3.13,,,,,0,0,,,39,1,0,0,0,0,40,0,,48,1,32,-4,,130,-120,140,-100,,,6.9,-8.1,8.9,-10.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/17,6.71,3.8,,,,,0.03,0.03,,,38,-1,0,0,0,0,41,1,,47,-1,27,-5,,180,50,180,40,,,18.1,11.2,23,14.1,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/18,11.86,5.15,,,,,0.66,0.63,,,38,0,0,0,0,0,42,1,,55,8,39,12,,140,-40,160,-20,,,25.1,7,36,13,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/19,14.32,2.46,,,,,0,-0.66,,,40,2,0,0,0,0,42,0,,41,-14,28,-11,,320,180,320,160,,,29.1,4,42.9,6.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/20,15.43,1.11,,,,,0,0,,,36,-4,0,0,0,0,41,-1,,30,-11,20,-8,,320,0,310,-10,,,32,2.9,42.1,-0.8,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/21,2.46,-12.97,,,,,0,0,,,35,-1,0,0,0,0,36,-5,,45,15,16,-4,,320,0,330,20,,,10.1,-21.9,13,-29.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/22,2.01,-0.45,,,,,0,0,,,35,0,0.1,0.1,0,0,35,-1,,38,-7,27,11,,230,-90,230,-100,,,6.9,-3.2,8.9,-4.1,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/23,11.63,9.62,,,,,0.14,0.14,,,34,-1,1.5,1.4,2,2,35,0,,33,-5,18,-9,,290,60,320,90,,,23.9,17,38.9,30,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/24,15.66,4.03,,,,,0,-0.14,,,34,0,0,-1.5,1.2,-0.8,36,1,,18,-15,16,-2,,300,10,310,-10,,,29.1,5.2,38.9,0,,,,,,,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/25,12.3,-3.36,,,,,0,0,,,34,0,0,0,1.2,0,34,-2,,22,4,13,-3,,300,0,310,0,,,28,-1.1,40,1.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/26,5.82,-6.48,,,,,0.02,0.02,,,33,-1,0.4,0.4,1.2,0,34,0,,33,11,19,6,,230,-70,240,-70,,,12.1,-15.9,15,-25,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/27,10.07,4.25,,,,,1.81,1.79,,,33,0,2,1.6,3.1,1.9,34,0,,53,20,27,8,,150,-80,140,-100,,,21.9,9.8,29.1,14.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/28,13.42,3.35,,,,,0.08,-1.73,,,33,0,0.8,-1.2,1.2,-1.9,33,-1,,37,-16,14,-13,,250,100,250,110,,,25.1,3.2,35.1,6,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/29,8.05,-5.37,,,,,0,-0.08,,,33,0,0,-0.8,0,-1.2,33,0,,21,-16,8,-6,,310,60,310,60,,,19.9,-5.2,25.1,-10,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/11/30,4.47,-3.58,,,,,0.01,0.01,,,33,0,0.1,0.1,0,0,33,0,,20,-1,6,-2,,240,-70,190,-120,,,10.1,-9.8,13,-12.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/1,3.8,-0.67,,,,,0.06,0.05,,,33,0,0.8,0.7,1.2,1.2,33,0,,27,7,18,12,,160,-80,160,-30,,,10.1,0,12.1,-0.9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/2,5.37,1.57,,,,,0.12,0.06,,,33,0,1.6,0.8,2,0.8,33,0,,33,6,22,4,,40,-120,30,-130,,,8.9,-1.2,13,0.9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/3,6.04,0.67,,,,,0.13,0.01,,,33,0,0.6,-1,3.9,1.9,33,0,,35,2,33,11,,310,270,320,290,,,15,6.1,21,8,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/4,13.65,7.61,,,,,0.02,-0.11,,,32,-1,0,-0.6,1.2,-2.7,34,1,,34,-1,29,-4,,320,10,330,10,,,21.9,6.9,29.1,8.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/5,8.95,-4.7,,,,,0.14,0.12,,,33,1,0,0,1.2,0,34,0,,40,6,27,-2,,170,-150,160,-170,,,19.9,-2,27.1,-2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/6,8.05,-0.9,,,,,0.03,-0.11,,,33,0,0,0,0,-1.2,34,0,,42,2,31,4,,250,80,260,100,,,16.1,-3.8,21.9,-5.2,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/7,9.4,1.35,,,,,0,-0.03,,,33,0,0,0,0,0,34,0,,30,-12,16,-15,,290,40,290,30,,,21,4.9,28,6.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/8,7.61,-1.79,,,,,0,0,,,32,-1,0,0,0,0,33,-1,,22,-8,7,-9,,300,10,290,0,,,17,-4,23,-5,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/9,5.82,-1.79,,,,,0.08,0.08,,,32,0,1,1,0,0,33,0,,18,-4,4,-3,,160,-140,140,-150,,,15,-2,19,-4,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/10,7.83,2.01,,,,,0,-0.08,,,32,0,0.1,-0.9,1.2,1.2,33,0,,29,11,12,8,,250,90,250,110,,,21.9,6.9,30,11,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/11,8.5,0.67,,,,,0.01,0.01,,,32,0,0.2,0.1,1.2,0,32,-1,,20,-9,3,-9,,250,0,240,-10,,,18.1,-3.8,23,-7,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/12,5.82,-2.68,,,,,0,-0.01,,,32,0,0,-0.2,1.2,0,32,0,,4,-16,-8,-11,,330,80,320,80,,,17,-1.1,21,-2,,,,,,,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/13,7.61,1.79,,,,,0.02,0.02,,,31,-1,0.2,0.2,1.2,0,32,0,,9,5,-8,0,,320,-10,320,0,,,18.1,1.1,23.9,2.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/14,4.7,-2.91,,,,,0,-0.02,,,31,0,0,-0.2,1.2,0,32,0,,2,-7,-14,-6,,310,-10,290,-30,,,12.1,-6,18.1,-5.8,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/15,9.17,4.47,,,,,0.81,0.81,,,32,1,15.5,15.5,1.2,0,32,0,,14,12,-1,13,,330,20,10,-280,,,21,8.9,28,9.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/16,8.5,-0.67,,,,,0.06,-0.75,,,31,-1,0.9,-14.6,15,13.8,32,0,,13,-1,-7,-6,,260,-70,260,250,,,17,-4,23.9,-4.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/17,4.03,-4.47,,,,,0,-0.06,,,31,0,0.1,-0.8,13,-2,31,-1,,5,-8,-16,-9,,250,-10,250,-10,,,10.1,-6.9,13,-10.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/18,4.92,0.89,,,,,0.01,0.01,,,31,0,0.8,0.7,11,-2,31,0,,15,10,-2,14,,360,110,360,110,,0.5,8.9,-1.2,11,-2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/19,3.58,-1.34,,,,,0.04,0.03,,,31,0,0.7,-0.1,11,0,31,0,,18,3,6,8,,240,-120,240,-120,,,12.1,3.2,14.1,3.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/20,6.26,2.68,,,,,0.26,0.22,,,31,0,3.3,2.6,11,0,31,0,,14,-4,7,1,,10,-230,330,90,,,12.1,0,16.1,2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/21,6.26,0,,,,,0.27,0.01,,,31,0,1.5,-1.8,13,2,31,0,,18,4,12,5,,330,320,330,0,,,14.1,2,17,0.9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/22,10.07,3.81,,,,,0.77,0.5,,,31,0,5.8,4.3,13,0,31,0,,17,-1,14,2,,20,-310,30,-300,,,18.1,4,23.9,6.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/23,2.01,-8.06,,,,,0.22,-0.55,,,31,0,2,-3.8,16.9,3.9,31,0,,23,6,15,1,,80,60,80,50,,,8.9,-9.2,11,-12.9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/24,7.38,5.37,,,,,0.01,-0.21,,,31,0,0.6,-1.4,15,-1.9,31,0,,22,-1,10,-5,,330,250,340,260,,,17,8.1,19.9,8.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/25,8.5,1.12,,,,,0,-0.01,,,31,0,0.1,-0.5,15,0,32,1,,12,-10,-12,-22,,330,0,330,-10,,2.5,19.9,2.9,25.1,5.2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/26,4.25,-4.25,,,,,0.29,0.29,,,31,0,4.5,4.4,15,0,32,0,,14,2,-12,0,,310,-20,160,-170,,,10.1,-9.8,12.1,-13,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/27,4.03,-0.22,,,,,0,-0.29,,,31,0,0.4,-4.1,20.1,5.1,32,0,,20,6,-4,8,,250,-60,250,90,,,10.1,0,15,2.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/28,8.95,4.92,,,,,0,0,,,31,0,0,-0.4,20.1,0,32,0,,30,10,4,8,,340,90,340,90,,,23,12.9,27.1,12.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/29,8.28,-0.67,,,,,0.15,0.15,,,31,0,2.9,2.9,18.1,-2,32,0,,20,-10,5,1,,340,0,340,0,,,18.1,-4.9,23.9,-3.2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/30,7.16,-1.12,,,,,0.07,-0.08,,,31,0,1,-1.9,20.1,2,32,0,,20,0,-6,-11,,300,-40,290,-50,,,18.1,0,31.1,7.2,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2013/12/31,1.79,-5.37,,,,,0.01,-0.06,,,31,0,0.2,-0.8,18.1,-2,32,0,,1,-19,-9,-3,,300,0,310,20,,,12.1,-6,14.1,-17,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/1,6.04,4.25,,,,,0,-0.01,,,31,0,0.1,-0.1,18.1,0,32,0,,4,3,-19,-10,,340,40,260,-50,,,18.1,6,25.1,11,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/2,6.49,0.45,,,,,0,0,,,31,0,0,-0.1,18.1,0,32,0,,-15,-19,-28,-9,,20,-320,320,60,,,13,-5.1,16.1,-9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/3,10.51,4.02,,,,,0,0,,,30,-1,0,0,16.1,-2,32,0,,-8,7,-18,10,,330,310,340,20,,,21,8,25.1,9,,,,,,,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/4,5.14,-5.37,,,,,0.04,0.04,,,30,0,1,1,16.1,0,32,0,,7,15,-22,-4,,140,-190,140,-200,,,8.9,-12.1,13,-12.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/5,2.46,-2.68,,,,,0.01,-0.03,,,29,-1,0.2,-0.8,16.9,0.8,32,0,,21,14,7,29,,60,-80,90,-50,,,6.9,-2,8.9,-4.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/6,12.97,10.51,,,,,0.9,0.89,,,29,0,0.3,0.1,16.9,0,32,0,,45,24,19,12,,160,100,150,60,,,30,23.1,47,38.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/7,15.43,2.46,,,,,0,-0.9,,,30,1,0,-0.3,11.8,-5.1,31,-1,,25,-20,2,-17,,250,90,250,100,,,30,0,40,-7,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/8,12.75,-2.68,,,,,0,0,,,30,0,0,0,11.8,0,31,0,,14,-11,1,-1,,250,0,250,0,,,23.9,-6.1,32,-8,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/9,7.16,-5.59,,,,,0,0,,,30,0,0,0,11.8,0,31,0,,14,0,-1,-2,,290,40,300,50,,,21,-2.9,29.1,-2.9,,,,,,,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/10,4.7,-2.46,,,,,0,0,,,30,0,0,0,11.8,0,30,-1,,18,4,-2,-1,,170,-120,200,-100,,,10.1,-10.9,13,-16.1,,,,,,,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/11,8.05,3.35,,,,,1.13,1.13,,,30,0,0,0,11.8,0,33,3,,42,24,12,14,,170,0,160,-40,,,18.1,8,23.9,10.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/12,12.08,4.03,,,,,0.11,-1.02,,,31,1,0,0,7.9,-3.9,31,-2,,44,2,34,22,,250,80,250,90,,,25.9,7.8,36.9,13,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/13,9.17,-2.91,,,,,0,-0.11,,,31,0,0,0,7.9,0,31,0,,37,-7,25,-9,,300,50,300,50,,,25.1,-0.8,36,-0.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/14,4.7,-4.47,,,,,0.59,0.59,,,31,0,0,0,7.9,0,31,0,,41,4,35,10,,170,-130,170,-130,,,17,-8.1,23,-13,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/15,5.82,1.12,,,,,0.05,-0.54,,,31,0,0,0,7.1,-0.8,32,1,,37,-4,29,-6,,330,160,330,160,,,15,-2,19.9,-3.1,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/16,3.58,-2.24,,,,,0.03,-0.02,,,31,0,0.5,0.5,7.1,0,32,0,,35,-2,30,1,,310,-20,310,-20,,,8.9,-6.1,12.1,-7.8,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/17,4.7,1.12,,,,,0.11,0.08,,,32,1,0.8,0.3,9.1,2,32,0,,35,0,30,0,,170,-140,170,-140,,,14.1,5.2,17,4.9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/18,3.13,-1.57,,,,,0,-0.11,,,31,-1,0,-0.8,7.9,-1.2,33,1,,33,-2,20,-10,,170,0,210,40,,,8.9,-5.2,12.1,-4.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/19,3.8,0.67,,,,,0.11,0.11,,,31,0,1.3,1.3,7.9,0,33,0,,28,-5,16,-4,,260,90,250,40,,,14.1,5.2,21.9,9.8,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/20,10.51,6.71,,,,,0,-0.11,,,31,0,0,-1.3,9.8,1.9,31,-2,,24,-4,-4,-20,,250,-10,250,0,,,19.9,5.8,29.1,7.2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/21,6.71,-3.8,,,,,0,0,,,31,0,0,0,9.8,0,31,0,,1,-23,-10,-6,,280,30,270,20,,,13,-6.9,18.1,-11,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/22,10.96,4.25,,,,,0,0,,,31,0,0,0,9.8,0,31,0,,3,2,-10,0,,330,50,330,60,,,21,8,27.1,9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/23,10.29,-0.67,,,,,0,0,,,31,0,0,0,9.8,0,31,0,,8,5,-4,6,,320,-10,310,-20,,,17,-4,21.9,-5.2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/24,6.04,-4.25,,,,,0,0,,,31,0,0,0,9.8,0,31,0,,5,-3,-11,-7,,300,-20,300,-10,,,13,-4,16.1,-5.8,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/25,8.72,2.68,,,,,0.37,0.37,,,29,-2,6,6,9.8,0,32,1,,26,21,-1,10,,180,-120,180,-120,,,23,10,31.1,15,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/26,13.42,4.7,,,,,0.11,-0.26,,,29,0,1,-5,16.1,6.3,32,0,,23,-3,-7,-6,,250,70,260,80,,,29.1,6.1,36.9,5.8,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/27,9.4,-4.02,,,,,0.43,0.32,,,29,0,6,5,14.2,-1.9,34,2,,25,2,-5,2,,260,10,250,-10,,,25.1,-4,36,-0.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/28,9.17,-0.23,,,,,0,-0.43,,,29,0,0,-6,16.9,2.7,34,0,,5,-20,-7,-2,,240,-20,260,10,,,25.1,0,35.1,-0.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/29,6.71,-2.46,,,,,0,0,,,29,0,0,0,16.1,-0.8,32,-2,,15,10,-9,-2,,250,10,250,-10,,,21,-4.1,28,-7.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/30,8.28,1.57,,,,,0,0,,,30,1,0,0,15,-1.1,31,-1,,17,2,-1,8,,170,-80,170,-80,,,15,-6,19,-9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/1/31,10.74,2.46,,,,,0,0,,,31,1,0,0,14.2,-0.8,34,3,,32,15,12,13,,250,80,250,80,,,23,8,31.1,12.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/2/1,4.47,-6.27,,,,,0.14,0.14,,,31,0,1.4,1.4,14.2,0,31,-3,,31,-1,1,-11,,180,-70,170,-80,,,15,-8,21,-10.1,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/2/2,4.92,0.45,,,,,0.27,0.13,,,31,0,3.9,2.5,16.9,2.7,31,0,,34,3,25,24,,360,180,360,190,,,12.1,-2.9,15,-6,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/2/3,6.49,1.57,,,,,0,-0.27,,,30,-1,0.2,-3.7,16.9,0,31,0,,25,-9,-6,-31,,340,-20,320,-40,,,18.1,6,23.9,8.9,1,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/2/4,3.58,-2.91,,,,,0,0,,,29,-1,0,-0.2,16.9,0,38,7,,22,-3,-13,-7,,270,-70,270,-50,,,14.1,-4,19.9,-4,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/2/5,4.92,1.34,,,,,0,0,,,29,0,0,0,16.9,0,34,-4,,14,-8,2,15,,360,90,360,90,,3.8,17,2.9,21.9,2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/2/6,6.71,1.79,,,,,0,0,,,29,0,0,0,16.1,-0.8,35,1,,14,0,-7,-9,,310,-50,310,-50,,,15,-2,19.9,-2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/2/7,9.4,2.69,,,,,0,0,,,30,1,0,0,16.1,0,37,2,,20,6,1,8,,250,-60,240,-70,,,21.9,6.9,31.1,11.2,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/2/8,8.05,-1.35,,,,,0,0,,,30,0,0,0,16.1,0,36,-1,,18,-2,1,0,,250,0,240,0,,,21,-0.9,31.1,0,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/2/9,1.57,-6.48,,,,,0,0,,,29,-1,0,0,16.1,0,32,-4,,14,-4,-11,-12,,140,-110,140,-100,,,6.9,-14.1,8.1,-23,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/2/10,4.7,3.13,,,,,0.01,0.01,,,30,1,0.2,0.2,16.1,0,31,-1,,14,0,-2,9,,320,180,320,180,,,14.1,7.2,17,8.9,,,,,,,,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/2/11,6.93,2.23,,,,,0,-0.01,,,30,0,0,-0.2,16.1,0,30,-1,,8,-6,-5,-3,,300,-20,310,-10,,,17,2.9,23,6,,,,,,,1,,,,,,,,
USW00014607,"CARIBOU WEATHER FORECAST OFFICE, ME US",2014/2/12,6.71,-0.22,,,,,0,0,,,30,0,0,0,16.1,0,30,0,,21,13,-1,4,,330,30,310,0,,3.5,16.1,-0.9,19.9,-3.1,,,,,,,,,,,,,,,
